PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpHid;noHelpHid;gender;age;Condition;RecordedDate
876;323;;;;;;;;;;;;;;;1;1;1;1;0;0;0;5;5;5;0;;;1;43;5;19/11/2023 15:48
877;323;0;1;1;0;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;53;4;19/11/2023 15:48
878;323;1;1;1;0;1;1;1;;;0;;1;1;12;;;;;;;;;;;;;;2;22;4;19/11/2023 15:49
879;323;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;28;3;19/11/2023 15:49
880;323;;;;;;;;;;;;;;;0;1;0;0;1;1;1;;;;;4;1;2;38;6;19/11/2023 15:49
881;324;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;;;;10;10;2;28;6;19/11/2023 15:50
882;324;0;1;0;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;57;4;19/11/2023 15:50
883;324;1;1;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;38;3;19/11/2023 15:52
884;324;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;31;6;19/11/2023 15:54
885;324;;;;;;;;;;;;;;;1;1;1;1;1;1;1;7;0;5;0;;;2;36;5;19/11/2023 15:54
886;324;;;;;;;;;;;;;;;0;1;0;1;0;1;1;10;10;10;10;;;1;33;5;19/11/2023 15:55
887;324;;;;;;;;;;;;;;;1;1;1;0;0;1;0;6;3;2;0;;;2;22;5;19/11/2023 15:55
888;325;1;0;1;0;1;1;0;0;1;1;;;;25;;;;;;;;;;;;;;2;28;3;19/11/2023 15:56
889;325;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;40;3;19/11/2023 15:56
890;325;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;5;10;5;;;1;31;5;19/11/2023 15:57
891;325;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;0;10;0;;;1;29;5;19/11/2023 15:59
892;325;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;32;3;19/11/2023 15:59
893;326;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;3;3;1;31;6;19/11/2023 16:01
894;326;;;;;;;;;;;;;;;1;0;1;0;0;0;1;;;;;8;4;2;40;6;19/11/2023 16:01
895;326;1;0;0;0;1;0;1;1;1;1;;;;31;;;;;;;;;;;;;;2;38;3;19/11/2023 16:02
896;326;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;3;0;2;21;6;19/11/2023 16:02
897;326;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;50;4;19/11/2023 16:03
898;326;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;2;0;2;27;6;19/11/2023 16:03
899;326;1;0;1;1;0;0;1;1;0;;0;;;40;;;;;;;;;;;;;;2;32;3;19/11/2023 16:05
900;326;1;0;1;0;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;33;4;19/11/2023 16:06
901;327;;;;;;;;;;;;;;;0;0;1;1;0;0;1;;;;;5;0;2;43;6;19/11/2023 16:07
902;327;0;0;1;0;1;0;1;;;1;;0;1;50;;;;;;;;;;;;;;2;29;4;19/11/2023 16:08
903;327;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;34;3;19/11/2023 16:08
904;327;;;;;;;;;;;;;;;0;1;1;0;0;0;1;;;;;10;10;2;39;6;19/11/2023 16:08
905;327;;;;;;;;;;;;;;;1;0;1;1;0;0;1;5;2;1;0;;;1;51;5;19/11/2023 16:08
906;327;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;20;3;19/11/2023 16:08
907;327;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;38;6;19/11/2023 16:09
908;327;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;40;6;19/11/2023 16:10
909;328;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;19/11/2023 16:12
910;328;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;;;2;58;5;19/11/2023 16:12
911;328;;;;;;;;;;;;;;;0;0;0;1;1;1;1;10;0;10;10;;;2;38;5;19/11/2023 16:12
912;328;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;5;2;27;6;19/11/2023 16:13
913;328;;;;;;;;;;;;;;;1;1;1;1;0;1;1;5;0;5;0;;;2;27;5;19/11/2023 16:14
914;328;;;;;;;;;;;;;;;1;1;1;1;1;1;1;4;1;5;0;;;2;26;5;19/11/2023 16:15
915;328;;;;;;;;;;;;;;;0;0;0;0;1;0;0;6;4;6;4;;;1;40;5;19/11/2023 16:16
916;328;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;0;2;22;6;19/11/2023 16:17
917;329;0;1;0;1;1;1;0;0;1;1;;;;50;;;;;;;;;;;;;;2;38;3;19/11/2023 16:18
918;329;;;;;;;;;;;;;;;0;1;1;0;1;1;0;10;10;10;10;;;1;26;5;19/11/2023 16:20
919;329;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;2;2;24;6;19/11/2023 16:21
920;329;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;0;0;2;63;6;19/11/2023 16:21
921;329;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;;;10;10;2;61;6;19/11/2023 16:22
922;329;0;0;1;1;0;1;1;0;1;1;;;;30;;;;;;;;;;;;;;2;23;3;19/11/2023 16:25
923;329;1;0;0;1;1;1;0;1;0;;0;;;0;;;;;;;;;;;;;;2;36;3;19/11/2023 16:25
924;330;0;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;40;4;19/11/2023 16:25
925;330;1;1;1;1;1;1;1;0;1;1;;;;0;;;;;;;;;;;;;;1;25;3;19/11/2023 16:26
926;330;;;;;;;;;;;;;;;0;1;0;0;1;0;0;;;;;6;6;1;41;6;19/11/2023 16:29
927;330;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;2;0;;;2;24;5;19/11/2023 16:30
928;330;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;22;4;19/11/2023 16:33
929;330;0;0;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;30;3;19/11/2023 16:34
930;331;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;19/11/2023 16:34
931;331;0;0;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;25;3;19/11/2023 16:35
932;331;1;1;1;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;53;4;19/11/2023 16:35
933;331;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;2;2;33;6;19/11/2023 16:36
934;331;;;;;;;;;;;;;;;0;0;1;1;1;0;1;8;4;8;4;;;2;34;5;19/11/2023 16:36
935;331;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;5;1;54;6;19/11/2023 16:37
936;331;0;1;0;0;1;1;0;;;1;;1;1;60;;;;;;;;;;;;;;1;60;4;19/11/2023 16:37
937;332;1;1;1;0;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;33;3;19/11/2023 16:37
938;332;;;;;;;;;;;;;;;0;1;1;1;1;0;1;2;1;2;1;;;2;50;5;19/11/2023 16:39
939;332;;;;;;;;;;;;;;;1;1;0;1;1;1;0;;;;;4;1;2;48;6;19/11/2023 16:40
940;332;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;0;2;38;6;19/11/2023 16:43
941;332;1;0;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;43;3;19/11/2023 16:44
942;332;1;1;1;0;1;0;1;;;1;;1;1;100;;;;;;;;;;;;;;2;19;4;19/11/2023 16:44
943;332;;;;;;;;;;;;;;;1;1;0;1;0;0;1;;;;;2;0;2;28;6;19/11/2023 16:44
944;332;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;2;32;3;19/11/2023 16:44
945;332;1;1;0;1;1;1;1;0;0;;1;;;0;;;;;;;;;;;;;;1;31;3;19/11/2023 16:46
946;332;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;6;10;1;33;6;19/11/2023 16:47
947;332;;;;;;;;;;;;;;;1;0;1;1;1;1;0;10;0;5;0;;;2;51;5;19/11/2023 16:47
948;333;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;39;4;19/11/2023 16:48
949;333;0;0;1;0;1;0;1;;;;0;1;0;0;;;;;;;;;;;;;;2;50;4;19/11/2023 16:49
950;333;;;;;;;;;;;;;;;1;0;0;1;1;1;1;;;;;10;0;1;22;6;19/11/2023 16:50
951;333;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;31;6;19/11/2023 16:51
952;333;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;19/11/2023 16:53
953;333;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;21;4;19/11/2023 16:53
954;333;;;;;;;;;;;;;;;0;0;0;0;1;0;0;5;5;5;5;;;2;54;5;19/11/2023 16:55
955;333;1;1;1;1;0;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;26;4;19/11/2023 16:57
956;333;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;2;1;35;6;19/11/2023 16:57
957;334;0;0;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;47;3;19/11/2023 16:58
958;334;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;19/11/2023 16:59
959;334;;;;;;;;;;;;;;;1;1;1;1;1;0;1;6;2;5;1;;;2;29;5;19/11/2023 16:59
960;334;1;0;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;54;3;19/11/2023 16:59
961;334;1;0;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;37;3;19/11/2023 17:00
962;334;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;2;2;35;6;19/11/2023 17:00
963;334;0;0;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;39;3;19/11/2023 17:00
964;334;1;1;1;1;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;1;20;4;19/11/2023 17:01
965;334;1;1;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;2;45;3;19/11/2023 17:04
966;335;0;0;1;1;1;1;1;0;1;1;;;;40;;;;;;;;;;;;;;1;27;3;19/11/2023 17:04
967;335;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;42;4;19/11/2023 17:04
968;335;1;1;0;1;0;1;1;;;1;;0;1;100;;;;;;;;;;;;;;2;24;4;19/11/2023 17:05
969;335;0;1;0;0;1;0;1;;;1;;1;1;35;;;;;;;;;;;;;;2;56;4;19/11/2023 17:07
970;335;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;6;0;2;31;6;19/11/2023 17:08
971;335;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;10;10;10;;;2;39;5;19/11/2023 17:09
972;335;0;1;1;0;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;54;3;19/11/2023 17:10
973;335;;;;;;;;;;;;;;;0;1;0;1;1;0;1;5;5;5;5;;;2;35;5;19/11/2023 17:10
974;335;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;19;3;19/11/2023 17:10
975;335;1;1;1;0;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;48;4;19/11/2023 17:11
976;335;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;10;10;1;34;6;19/11/2023 17:12
977;336;;;;;;;;;;;;;;;1;1;0;0;1;1;1;;;;;5;5;2;66;6;19/11/2023 17:13
978;336;1;1;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;28;4;19/11/2023 17:13
979;336;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;5;1;36;6;19/11/2023 17:14
980;336;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;5;0;;;2;60;5;19/11/2023 17:14
981;336;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;24;4;19/11/2023 17:14
982;336;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;3;25;3;19/11/2023 17:15
983;337;0;1;1;1;1;1;1;;;1;;1;1;100;;;;;;;;;;;;;;2;30;4;19/11/2023 17:16
984;337;;;;;;;;;;;;;;;0;1;1;1;1;0;1;1;0;10;0;;;2;37;5;19/11/2023 17:16
985;337;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;2;4;2;50;6;19/11/2023 17:17
986;337;;;;;;;;;;;;;;;1;0;1;0;1;0;0;5;0;10;2;;;1;30;5;19/11/2023 17:21
987;337;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;44;3;19/11/2023 17:21
988;337;1;1;0;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;29;4;19/11/2023 17:21
989;338;1;0;1;1;1;0;1;;;1;;1;1;43;;;;;;;;;;;;;;2;69;4;19/11/2023 17:22
990;338;1;0;1;1;0;1;1;0;1;1;;;;20;;;;;;;;;;;;;;1;31;3;19/11/2023 17:23
991;338;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;10;0;2;23;6;19/11/2023 17:23
992;338;1;1;1;1;1;1;0;;;;1;1;0;50;;;;;;;;;;;;;;2;58;4;19/11/2023 17:25
993;339;;;;;;;;;;;;;;;0;1;0;0;1;0;1;;;;;2;2;2;47;6;19/11/2023 17:26
994;339;;;;;;;;;;;;;;;1;1;1;0;1;1;1;2;4;3;1;;;2;24;5;19/11/2023 17:28
995;339;0;1;0;0;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;22;4;19/11/2023 17:29
996;339;1;1;1;0;1;1;1;1;1;1;;;;60;;;;;;;;;;;;;;1;25;3;19/11/2023 17:31
997;339;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;5;1;32;6;19/11/2023 17:32
998;339;1;1;1;0;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;19/11/2023 17:32
999;340;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;10;10;;;2;33;5;19/11/2023 17:34
1000;340;1;1;1;1;0;1;1;1;0;;1;;;30;;;;;;;;;;;;;;2;24;3;19/11/2023 17:34
1001;340;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;5;5;5;;;2;30;5;19/11/2023 17:36
1002;340;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;1;0;;;1;20;5;19/11/2023 17:36
1003;341;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;5;2;38;6;19/11/2023 17:37
1004;341;0;1;0;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;28;3;19/11/2023 17:38
1005;341;1;1;1;0;1;0;1;1;0;;1;;;15;;;;;;;;;;;;;;2;41;3;19/11/2023 17:39
1006;341;1;1;1;1;0;0;1;;;1;;0;1;50;;;;;;;;;;;;;;1;32;4;19/11/2023 17:39
1007;341;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;5;0;2;32;6;19/11/2023 17:41
1008;342;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;36;3;19/11/2023 17:43
1009;342;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;2;2;2;25;6;19/11/2023 17:45
1010;342;;;;;;;;;;;;;;;0;0;0;0;0;1;1;;;;;5;3;1;53;6;19/11/2023 17:45
1011;342;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;33;4;19/11/2023 17:46
1012;342;;;;;;;;;;;;;;;0;1;1;1;1;1;0;0;0;0;0;;;2;44;5;19/11/2023 17:51
1013;342;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;0;5;5;;;2;26;5;19/11/2023 17:52
1014;342;0;1;0;1;1;1;1;0;1;1;;;;10;;;;;;;;;;;;;;1;64;3;19/11/2023 17:53
1015;342;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;8;8;1;36;6;19/11/2023 17:58
1016;342;0;1;0;0;0;1;1;1;1;0;;;;0;;;;;;;;;;;;;;2;50;3;19/11/2023 18:00
1017;343;1;1;1;1;0;1;1;0;1;0;;;;50;;;;;;;;;;;;;;2;41;3;19/11/2023 18:01
1018;343;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;34;3;19/11/2023 18:02
1019;343;0;1;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;24;4;19/11/2023 18:02
1020;343;0;0;1;0;1;0;1;0;0;;0;;;50;;;;;;;;;;;;;;1;42;3;19/11/2023 18:03
1021;343;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;19/11/2023 18:03
1022;344;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;2;36;5;19/11/2023 18:06
1023;344;1;1;1;1;1;0;0;1;1;1;;;;10;;;;;;;;;;;;;;2;35;3;19/11/2023 18:07
1024;344;1;1;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;19/11/2023 18:08
1025;344;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;5;5;2;29;6;19/11/2023 18:08
1026;344;;;;;;;;;;;;;;;0;0;0;0;0;1;0;3;3;3;3;;;1;42;5;19/11/2023 18:08
1027;344;0;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;39;4;19/11/2023 18:10
1028;344;1;0;1;1;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;38;3;19/11/2023 18:11
1029;344;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;33;6;19/11/2023 18:11
1030;345;;;;;;;;;;;;;;;0;1;1;1;1;0;1;6;4;6;5;;;2;31;5;19/11/2023 18:11
1031;345;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;34;3;19/11/2023 18:12
1032;345;1;1;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;48;4;19/11/2023 18:12
1033;345;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;37;3;19/11/2023 18:12
1034;345;1;1;1;0;1;1;1;;;1;;1;1;43;;;;;;;;;;;;;;1;30;4;19/11/2023 18:12
1035;345;0;0;1;0;1;0;0;;;1;;1;1;52;;;;;;;;;;;;;;2;43;4;19/11/2023 18:14
1036;345;;;;;;;;;;;;;;;1;1;1;0;1;1;1;4;1;5;4;;;1;36;5;19/11/2023 18:14
1037;345;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;2;2;2;21;6;19/11/2023 18:15
1038;346;;;;;;;;;;;;;;;0;1;1;0;1;0;0;;;;;6;2;2;51;6;19/11/2023 18:18
1039;346;1;1;1;1;1;1;1;0;0;;1;;;35;;;;;;;;;;;;;;2;26;3;19/11/2023 18:18
1040;346;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;10;;;1;22;5;19/11/2023 18:20
1041;346;;;;;;;;;;;;;;;0;0;0;0;0;0;0;4;4;2;2;;;2;60;5;19/11/2023 18:21
1042;346;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;37;3;19/11/2023 18:27
1043;346;;;;;;;;;;;;;;;0;1;0;1;1;0;1;;;;;5;0;1;56;6;19/11/2023 18:27
1044;346;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;5;5;2;50;6;19/11/2023 18:28
1045;346;;;;;;;;;;;;;;;1;1;1;0;0;0;0;10;10;10;8;;;1;48;5;19/11/2023 18:35
1046;347;0;0;0;0;1;0;0;;;1;;0;1;10;;;;;;;;;;;;;;2;34;4;19/11/2023 18:36
1047;347;1;1;1;1;1;1;1;;;1;;1;1;9;;;;;;;;;;;;;;1;53;4;19/11/2023 18:37
1048;347;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;2;2;30;6;19/11/2023 18:38
1049;347;1;1;1;0;0;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;27;4;19/11/2023 18:38
1050;347;0;0;1;1;1;0;1;0;1;0;;;;100;;;;;;;;;;;;;;2;64;3;19/11/2023 18:40
1051;347;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;37;4;19/11/2023 18:45
1052;347;0;0;1;1;1;0;1;;;;1;1;0;50;;;;;;;;;;;;;;2;25;4;19/11/2023 18:49
1053;348;;;;;;;;;;;;;;;1;1;1;1;1;1;1;7;3;10;2;;;2;28;5;19/11/2023 18:49
1054;348;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;10;10;1;36;6;19/11/2023 18:50
1055;348;1;0;0;1;1;1;1;1;0;;1;;;100;;;;;;;;;;;;;;2;41;3;19/11/2023 18:50
1056;348;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;48;6;19/11/2023 18:52
1057;348;1;1;1;1;1;1;0;1;1;0;;;;20;;;;;;;;;;;;;;1;54;3;19/11/2023 18:53
1058;348;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;5;5;2;29;6;19/11/2023 18:54
1059;349;1;1;1;0;0;1;1;;;1;;1;1;49;;;;;;;;;;;;;;2;27;4;19/11/2023 18:56
1060;349;1;0;0;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;52;4;19/11/2023 18:56
1061;349;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;22;4;19/11/2023 18:57
1062;349;0;1;0;0;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;31;3;19/11/2023 18:57
1063;349;1;1;0;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;30;4;19/11/2023 18:57
1064;349;;;;;;;;;;;;;;;1;0;0;1;1;1;1;;;;;0;0;2;40;6;19/11/2023 18:59
1065;350;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;19/11/2023 19:01
1066;350;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;32;3;19/11/2023 19:04
1067;350;1;1;1;0;1;1;1;0;1;0;;;;51;;;;;;;;;;;;;;2;24;3;19/11/2023 19:06
1068;350;;;;;;;;;;;;;;;1;1;1;1;0;1;1;5;0;5;0;;;2;38;5;19/11/2023 19:07
1069;351;0;1;0;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;71;3;19/11/2023 19:09
1070;351;1;0;1;1;1;0;1;;;;1;1;0;50;;;;;;;;;;;;;;2;42;4;19/11/2023 19:09
1071;351;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;19/11/2023 19:09
1072;351;0;0;1;1;0;1;1;1;1;1;;;;40;;;;;;;;;;;;;;2;32;3;19/11/2023 19:10
1073;351;;;;;;;;;;;;;;;0;0;1;1;1;1;1;8;4;8;7;;;2;29;5;19/11/2023 19:11
1074;351;1;1;1;0;1;1;1;;;0;;0;1;30;;;;;;;;;;;;;;2;27;4;19/11/2023 19:11
1075;352;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;2;37;6;19/11/2023 19:12
1076;352;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;2;2;43;6;19/11/2023 19:14
1077;352;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;5;2;35;6;19/11/2023 19:14
1078;352;1;0;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;2;29;3;19/11/2023 19:14
1079;352;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;36;3;19/11/2023 19:15
1080;352;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;37;4;19/11/2023 19:19
1081;352;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;24;3;19/11/2023 19:19
1082;352;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;5;5;2;42;6;19/11/2023 19:20
1083;352;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;32;3;19/11/2023 19:22
1084;352;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;19/11/2023 19:24
1085;352;1;1;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;38;3;19/11/2023 19:24
1086;352;1;1;0;1;1;1;0;0;0;;1;;;50;;;;;;;;;;;;;;2;29;3;19/11/2023 19:25
1087;353;0;0;1;0;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;1;43;4;19/11/2023 19:25
1088;353;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;20;3;19/11/2023 19:25
1089;353;1;0;1;1;0;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;33;3;19/11/2023 19:26
1090;353;0;0;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;39;3;19/11/2023 19:27
1091;353;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;49;4;19/11/2023 19:28
1092;353;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;50;4;19/11/2023 19:29
1093;354;;;;;;;;;;;;;;;1;0;1;1;0;1;1;;;;;6;8;2;33;6;19/11/2023 19:32
1094;354;0;1;0;0;0;1;0;0;1;1;;;;31;;;;;;;;;;;;;;1;34;3;19/11/2023 19:33
1095;354;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;10;1;28;6;19/11/2023 19:36
1096;354;;;;;;;;;;;;;;;1;1;1;1;1;0;0;5;2;5;0;;;2;53;5;19/11/2023 19:36
1097;354;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;22;4;19/11/2023 19:38
1098;354;0;1;1;1;1;1;1;0;1;1;;;;30;;;;;;;;;;;;;;2;31;3;19/11/2023 19:38
1099;354;1;1;1;0;1;0;1;;;1;;0;1;50;;;;;;;;;;;;;;2;40;4;19/11/2023 19:39
1100;354;1;1;1;1;1;1;1;1;1;1;;;;48;;;;;;;;;;;;;;2;32;3;19/11/2023 19:42
1101;354;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;8;2;1;39;6;19/11/2023 19:42
1102;355;0;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;59;4;19/11/2023 19:43
1103;355;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;;;5;5;2;35;6;19/11/2023 19:50
1104;355;;;;;;;;;;;;;;;0;1;1;1;1;1;0;2;2;2;2;;;2;31;5;19/11/2023 19:50
1105;355;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;19/11/2023 19:51
1106;355;0;0;1;0;0;1;0;;;1;;1;1;55;;;;;;;;;;;;;;2;54;4;19/11/2023 19:51
1107;355;1;1;1;1;1;1;1;1;1;1;;;;35;;;;;;;;;;;;;;1;34;3;19/11/2023 19:51
1108;355;;;;;;;;;;;;;;;0;1;1;0;1;0;1;6;0;8;2;;;2;42;5;19/11/2023 19:52
